"id","name","shape","original_price","mrp","carat","cut","color","clarity","images","size","l_w_ratio","table ","sku","lab","certificate_number","video_url","certificate_link","growth_type"
"1329","Pear Diamond","PEAR","1742.9","2242.9","5.03","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","15.4 - 9.9 * 5.84","59","63","PEA20","IGI","627455727","https://workshop.360view.link/360viewer/360view.html?d=1903248-q50-37-1","https://www.igi.org/reports/verify-your-report?r=627455727","CVD"
"1330","Pear Diamond","PEAR","1739.43","2239.43","5.02","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","15.82 - 9.57 * 5.68","59.4","62","PEA38","IGI","625449429","https://workshop.360view.link/360viewer/360view.html?d=0103248-q53-25a","https://www.igi.org/reports/verify-your-report?r=625449429","CVD"
"1331","Emerald Diamond","EMERALD","6674.09","7174.09","10.67","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","14.49 - 10.05 * 6.67","66.4","68","EME89","IGI","617472780","https://workshop.360view.link/360viewer/360view.html?d=0801243-q-14-8","https://www.igi.org/reports/verify-your-report?r=617472780","CVD"
"1332","Emerald Diamond","EMERALD","6617.79","7117.79","10.58","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.57 - 10.36 * 6.31","60.9","69","EME75","IGI","615371205","https://workshop.360view.link/360viewer/360view.html?d=2912230-dc-1-66","https://www.igi.org/reports/verify-your-report?r=615371205","CVD"
"1333","Emerald Diamond","EMERALD","6492.69","6992.69","10.38","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","16.01 - 10.05 * 6.19","61.6","69","EME62","IGI","615371200","https://workshop.360view.link/360viewer/360view.html?d=2912237-DC-1-35","https://www.igi.org/reports/verify-your-report?r=615371200","CVD"
"1334","Emerald Diamond","EMERALD","6423.89","6923.89","10.27","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","14.59 - 10.24 * 6.45","63","69","EME53","IGI","617499486","https://workshop.360view.link/360viewer/360view.html?d=1301244-q-14-23-k","https://www.igi.org/reports/verify-your-report?r=617499486","CVD"
"1335","Emerald Diamond","EMERALD","6417.63","6917.63","10.26","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.14 - 10.6 * 6.35","59.9","68","EME73","IGI","615371202","https://workshop.360view.link/360viewer/360view.html?d=2912237-DC-1-53","https://www.igi.org/reports/verify-your-report?r=615371202","CVD"
"1336","Emerald Diamond","EMERALD","6380.1","6880.1","10.2","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","14.47 - 10.21 * 6.54","64.1","66","EME98","IGI","620482932","https://workshop.360view.link/360viewer/360view.html?d=3001245-l-175","https://www.igi.org/reports/verify-your-report?r=620482932","CVD"
"1337","Emerald Diamond","EMERALD","6367.59","6867.59","10.18","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","16.05 - 9.96 * 6.18","62","72","EME85","IGI","607396646","https://workshop.360view.link/360viewer/360view.html?d=0111232-db-10","https://www.igi.org/reports/verify-your-report?r=607396646","CVD"
"1338","Emerald Diamond","EMERALD","6317.55","6817.55","10.1","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","14.49 - 10.36 * 6.43","62.1","66","EME51","IGI","597398599","https://workshop.360view.link/360viewer/360view.html?d=2308236-q2-10","https://www.igi.org/reports/verify-your-report?r=597398599","CVD"
"1339","Emerald Diamond","EMERALD","6292.53","6792.53","10.06","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.88 - 9.95 * 6.17","62","70","EME52","IGI","615371207","https://workshop.360view.link/360viewer/360view.html?d=2912236-DC-1-57","https://www.igi.org/reports/verify-your-report?r=615371207","CVD"
"1340","Emerald Diamond","EMERALD","6286.28","6786.28","10.05","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.89 - 9.99 * 6.12","61.3","69","EME32","IGI","615371195","https://workshop.360view.link/360viewer/360view.html?d=2912238-DC-1-12","https://www.igi.org/reports/verify-your-report?r=615371195","CVD"
"1341","Emerald Diamond","EMERALD","6280.02","6780.02","10.04","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.11 - 9.83 * 6.28","63.9","62","EME79","IGI","603337551","https://workshop.360view.link/360viewer/360view.html?d=0410231-HD-5-7","https://www.igi.org/reports/verify-your-report?r=603337551","CVD"
"1342","Emerald Diamond","EMERALD","5788.04","6288.04","10.63","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.05 - 10.08 * 6.56","65.1","63","EME23","IGI","598347018","https://workshop.360view.link/360viewer/360view.html?d=3108233-Q3-5","https://www.igi.org/reports/verify-your-report?r=598347018","CVD"
"1343","Emerald Diamond","EMERALD","5744.48","6244.48","10.55","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","16.33 - 10.21 * 6.14","60.1","69","EME39","IGI","615371197","https://workshop.360view.link/360viewer/360view.html?d=2912230-DC-1-51","https://www.igi.org/reports/verify-your-report?r=615371197","CVD"
"1344","Emerald Diamond","EMERALD","5657.36","6157.36","10.39","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","15.86 - 9.95 * 6.38","64.1","71","EME23","IGI","615371204","https://workshop.360view.link/360viewer/360view.html?d=2912231-dc-1-15","https://www.igi.org/reports/verify-your-report?r=615371204","CVD"
"1345","Emerald Diamond","EMERALD","5450.45","5950.45","10.01","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","13.97 - 10.01 * 6.77","67.6","61","EME76","IGI","607349781","https://workshop.360view.link/360viewer/360view.html?d=0611230-z-8b","https://www.igi.org/reports/verify-your-report?r=607349781","CVD"
"1346","Emerald Diamond","EMERALD","2523.15","3023.15","6.23","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.86 - 8.47 * 5.56","65.6","68","EME40","IGI","624409378","https://workshop.360view.link/360viewer/360view.html?d=2702248-q53-13","https://www.igi.org/reports/verify-your-report?r=624409378","CVD"
"1347","Emerald Diamond","EMERALD","2523.15","3023.15","6.23","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.26 - 8.51 * 5.71","67.1","68","EME78","IGI","616430462","https://workshop.360view.link/360viewer/360view.html?d=0601244-l-106","https://www.igi.org/reports/verify-your-report?r=616430462","CVD"
"1348","Emerald Diamond","EMERALD","2478.6","2978.6","6.12","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.09 - 8.63 * 5.92","62","68.6","EME18","IGI","621415254","https://workshop.360view.link/360viewer/360view.html?d=1002243-m-224","https://www.igi.org/reports/verify-your-report?r=621415254","CVD"
"1349","Emerald Diamond","EMERALD","2438.1","2938.1","6.02","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.72 - 8.38 * 5.75","68.6","66","EME16","IGI","621493149","https://workshop.360view.link/360viewer/360view.html?d=0802244-q33-15","https://www.igi.org/reports/verify-your-report?r=621493149","CVD"
"1350","Emerald Diamond","EMERALD","2376.99","2876.99","6.86","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","13.24 - 8.97 * 5.79","64.5","67","EME95","IGI","625471707","https://workshop.360view.link/360viewer/360view.html?d=0403242-q53-34","https://www.igi.org/reports/verify-your-report?r=625471707","CVD"
"1351","Emerald Diamond","EMERALD","2207.21","2707.21","6.37","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","13.2 - 8.49 * 5.65","66.5","67","EME21","IGI","625495712","https://workshop.360view.link/360viewer/360view.html?d=0603243-q53-40","https://www.igi.org/reports/verify-your-report?r=625495712","CVD"
"1352","Emerald Diamond","EMERALD","2082.47","2582.47","6.01","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.65 - 8.42 * 5.44","64.6","65","EME92","IGI","626400476","https://workshop.360view.link/360viewer/360view.html?d=1403240-Q53-5","https://www.igi.org/reports/verify-your-report?r=626400476","CVD"
"1353","Emerald Diamond","EMERALD","2989.53","3489.53","5.63","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.58 - 8.24 * 5.62","68.2","62","EME15","IGI","621482444","https://workshop.360view.link/360viewer/360view.html?d=0702240-q33-20","https://www.igi.org/reports/verify-your-report?r=621482444","CVD"
"1354","Emerald Diamond","EMERALD","2920.5","3420.5","5.5","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.35 - 8.22 * 5.38","65.5","68","EME69","IGI","621493153","https://workshop.360view.link/360viewer/360view.html?d=0802247-Q33-26","https://www.igi.org/reports/verify-your-report?r=621493153","CVD"
"1355","Emerald Diamond","EMERALD","2702.79","3202.79","5.09","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12 - 8.02 * 5.12","63.8","62","EME76","IGI","613380555","https://workshop.360view.link/360viewer/360view.html?d=1912236-M-20","https://www.igi.org/reports/verify-your-report?r=613380555","CVD"
"1356","Emerald Diamond","EMERALD","2928.24","3428.24","5.81","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.64 - 8.39 * 5.49","65.4","61","EME91","IGI","623415513","https://workshop.360view.link/360viewer/360view.html?d=1902246-q49-13-a","https://www.igi.org/reports/verify-your-report?r=623415513","CVD"
"1357","Emerald Diamond","EMERALD","2635.92","3135.92","5.23","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.49 - 8 * 5.46","68.3","65","EME45","IGI","626417681","https://workshop.360view.link/360viewer/360view.html?d=1503248-q50-114-1","https://www.igi.org/reports/verify-your-report?r=626417681","CVD"
"1358","Emerald Diamond","EMERALD","2666.16","3166.16","5.29","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.33 - 8.06 * 5.64","70","65","EME79","IGI","620431168","https://workshop.360view.link/360viewer/360view.html?d=0202243-l-179-b","https://www.igi.org/reports/verify-your-report?r=620431168","CVD"
"1359","Emerald Diamond","EMERALD","2580.48","3080.48","5.12","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.18 - 7.96 * 5.44","68.3","70","EME64","IGI","623447505","https://workshop.360view.link/360viewer/360view.html?d=2202241-Q-34-20","https://www.igi.org/reports/verify-your-report?r=623447505","CVD"
"1360","Emerald Diamond","EMERALD","2555.28","3055.28","5.07","","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.54 - 8.23 * 5.16","62.7","63","EME79","IGI","621493162","https://workshop.360view.link/360viewer/360view.html?d=0802241-Q33-17","https://www.igi.org/reports/verify-your-report?r=621493162","CVD"
"1361","Emerald Diamond","EMERALD","2345.76","2845.76","5.43","","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.8 - 8.16 * 5.63","69","63","EME12","IGI","621498522","https://workshop.360view.link/360viewer/360view.html?d=0902242-m-163-a","https://www.igi.org/reports/verify-your-report?r=621498522","CVD"
"1362","Emerald Diamond","EMERALD","2594.75","3094.75","5.29","","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.86 - 8.09 * 5.26","65","62","EME38","IGI","625495711","https://workshop.360view.link/360viewer/360view.html?d=0603248-q40-90","https://www.igi.org/reports/verify-your-report?r=625495711","CVD"
"1363","Emerald Diamond","EMERALD","2521.17","3021.17","5.14","","F","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.21 - 7.9 * 5.39","68.2","66","EME73","IGI","612301335","https://workshop.360view.link/360viewer/360view.html?d=1212234-M-2b","https://www.igi.org/reports/verify-your-report?r=612301335","CVD"
"1364","Emerald Diamond","EMERALD","2581.7","3081.7","5.57","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.02 - 8.05 * 5.56","69.1","70","EME62","IGI","616409352","https://workshop.360view.link/360viewer/360view.html?d=0301241-L-112","https://www.igi.org/reports/verify-your-report?r=616409352","CVD"
"1365","Emerald Diamond","EMERALD","2530.71","3030.71","5.46","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.05 - 8.07 * 5.58","62","69.1","EME70","IGI","621422499","https://workshop.360view.link/360viewer/360view.html?d=1202244-m-242","https://www.igi.org/reports/verify-your-report?r=621422499","CVD"
"1366","Emerald Diamond","EMERALD","2475.09","2975.09","5.34","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.5 - 8.23 * 5.16","62.7","63","EME78","IGI","624427677","https://workshop.360view.link/360viewer/360view.html?d=2902241-q53-10a","https://www.igi.org/reports/verify-your-report?r=624427677","CVD"
"1367","Emerald Diamond","EMERALD","2382.39","2882.39","5.14","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.11 - 8.16 * 5.19","63.6","63","EME21","IGI","614320340","https://workshop.360view.link/360viewer/360view.html?d=2312233-U1-01","https://www.igi.org/reports/verify-your-report?r=614320340","CVD"
"1368","Emerald Diamond","EMERALD","2368.49","2868.49","5.11","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.39 - 8.34 * 5.44","65.2","70","EME43","IGI","625449000","https://workshop.360view.link/360viewer/360view.html?d=0203244-q53-46","https://www.igi.org/reports/verify-your-report?r=625449000","CVD"
"1369","Emerald Diamond","EMERALD","2354.58","2854.58","5.08","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.65 - 8.03 * 5.38","67","61","EME64","IGI","616417938","https://workshop.360view.link/360viewer/360view.html?d=0401247-U-1-64","https://www.igi.org/reports/verify-your-report?r=616417938","CVD"
"1370","Emerald Diamond","EMERALD","2349.95","2849.95","5.07","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.21 - 8.03 * 5.41","67.4","68","EME63","IGI","625495713","https://workshop.360view.link/360viewer/360view.html?d=0603244-q40-24","https://www.igi.org/reports/verify-your-report?r=625495713","CVD"
"1371","Emerald Diamond","EMERALD","2349.95","2849.95","5.07","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.79 - 8 * 5.49","68.6","61","EME53","IGI","613383931","https://workshop.360view.link/360viewer/360view.html?d=2012237-m-69a","https://www.igi.org/reports/verify-your-report?r=613383931","CVD"
"1372","Emerald Diamond","EMERALD","2322.14","2822.14","5.01","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.91 - 7.64 * 5.44","71.2","63","EME89","IGI","621493163","https://workshop.360view.link/360viewer/360view.html?d=0802240-Q32-9","https://www.igi.org/reports/verify-your-report?r=621493163","CVD"
"1373","Emerald Diamond","EMERALD","2393.55","2893.55","5.91","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.49 - 8.59 * 5.46","63.6","70","EME29","IGI","626455806","https://workshop.360view.link/360viewer/360view.html?d=1103244-q53-41","https://www.igi.org/reports/verify-your-report?r=626455806","CVD"
"1374","Emerald Diamond","EMERALD","2328.75","2828.75","5.75","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.16 - 8.12 * 5.68","70","59","EME11","IGI","618403826","https://workshop.360view.link/360viewer/360view.html?d=2001245-m-22","https://www.igi.org/reports/verify-your-report?r=618403826","CVD"
"1375","Emerald Diamond","EMERALD","2231.55","2731.55","5.51","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12 - 8.27 * 5.52","66.7","59","EME58","IGI","613383932","https://workshop.360view.link/360viewer/360view.html?d=2012237-m-52a","https://www.igi.org/reports/verify-your-report?r=613383932","CVD"
"1376","Emerald Diamond","EMERALD","2146.5","2646.5","5.3","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.06 - 8.17 * 5.27","64.5","63","EME18","IGI","625471706","https://workshop.360view.link/360viewer/360view.html?d=0403243-q53-5a","https://www.igi.org/reports/verify-your-report?r=625471706","CVD"
"1377","Emerald Diamond","EMERALD","2061.45","2561.45","5.09","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.4 - 8.09 * 5.45","67.4","70","EME66","IGI","616409348","https://workshop.360view.link/360viewer/360view.html?d=0301244-L-112-B","https://www.igi.org/reports/verify-your-report?r=616409348","CVD"
"1378","Emerald Diamond","EMERALD","2041.2","2541.2","5.04","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.99 - 8.01 * 5.21","65","59","EME54","IGI","618453221","https://workshop.360view.link/360viewer/360view.html?d=1801241-L-191-B-b","https://www.igi.org/reports/verify-your-report?r=618453221","CVD"
"1379","Emerald Diamond","EMERALD","2037.15","2537.15","5.03","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.25 - 8.04 * 5.35","66.5","60","EME12","IGI","621493160","https://workshop.360view.link/360viewer/360view.html?d=0802246-Q33-27","https://www.igi.org/reports/verify-your-report?r=621493160","CVD"
"1380","Emerald Diamond","EMERALD","2029.05","2529.05","5.01","","F","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","10.94 - 8.05 * 5.42","67.3","77","EME79","IGI","550237625","https://view.gem360.in/gem360/0410220928-C-30-22/gem360-0410220928-C-30-22.html","https://www.igi.org/reports/verify-your-report?r=550237625","CVD"
"1381","Emerald Diamond","EMERALD","2284.2","2784.2","5.64","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","12.63 - 8.16 * 5.39","66.1","69","EME41","IGI","626438679","https://workshop.360view.link/360viewer/360view.html?d=1803246-Q53-8","https://www.igi.org/reports/verify-your-report?r=626438679","CVD"
